"latitud_grados","longitud_grados","altura_mts","estacion_codigo","muestra_UTC","temperatura_centigrados","humedad_porcentaje","puntoRocio_centigrados","velocidadViento_km_hora","direccionViento_grados","presion_hPa","precipitacion24horas_mm","precipitacion6horas_mm","precipitacion1hora_mm","precipitacion10minutos_mm"
-30.7405,-59.5572,59,"BOL31010",20181121001000,20.5,75,16,0,347.5,NaN,0,NaN,NaN,NaN
-30.7405,-59.5572,59,"BOL31010",20181121002000,20.3,77,16.1,0,347.5,NaN,0,NaN,NaN,NaN
-30.7405,-59.5572,59,"BOL31010",20181121003000,20,78,16,0,347.5,NaN,0,NaN,NaN,NaN
-30.7405,-59.5572,59,"BOL31010",20181121004000,19.9,78,16,0,325,NaN,0,NaN,NaN,NaN
-30.7405,-59.5572,59,"BOL31010",20181121005000,19.6,79,15.8,0,292.5,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121000000,22.1,74,17.1,0,180,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121001000,21.7,75,17.1,0,202.5,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121002000,21.6,74,16.8,0,180,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121003000,21.7,73,16.8,0,180,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121004000,21.5,75,16.8,0,180,NaN,0,NaN,NaN,NaN
-28.089,-56.0299,149,"BOL32001",20181121005000,21.3,75,16.6,0,180,NaN,0,NaN,NaN,NaN
-28.5454,-57.1993,60,"BOL32004",20181121000000,22.9,72,17.6,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-28.5454,-57.1993,60,"BOL32004",20181121001000,22.6,73,17.5,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-28.5454,-57.1993,60,"BOL32004",20181121003000,22.3,76,17.8,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-28.5454,-57.1993,60,"BOL32004",20181121004000,21.9,78,17.9,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-28.5454,-57.1993,60,"BOL32004",20181121005000,21.7,77,17.5,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121000000,23.3,76,18.7,0,90,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121001000,23,77,18.7,0,90,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121002000,22.9,78,18.8,0,90,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121003000,22.5,79,18.7,0,90,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121004000,22.1,80,18.4,0,90,NaN,0.2,NaN,NaN,NaN
-28.597,-58.7335,62,"BOL32005",20181121005000,21.7,82,18.4,0,90,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121000000,23.7,68,17.4,0,270,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121001000,23.5,69,17.6,0,270,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121002000,23.4,71,17.8,0,270,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121003000,23.2,70,17.5,0,270,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121004000,23,71,17.5,0,270,NaN,0.2,NaN,NaN,NaN
-28.4065,-57.9243,62,"BOL32010",20181121005000,22.8,72,17.5,0,270,NaN,0.2,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121000000,22.5,78,18.5,2.1,347.5,NaN,0,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121001000,22.4,79,18.6,0.2,347.5,NaN,0,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121002000,22.2,79,18.4,0,347.5,NaN,0,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121003000,22,78,18,2.9,347.5,NaN,0,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121004000,21.9,79,18.1,2.3,347.5,NaN,0,NaN,NaN,NaN
-27.6083,-56.4364,98,"BOL32011",20181121005000,21.9,80,18.2,0.6,347.5,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121000000,22.6,78,18.6,0.5,360,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121001000,22.2,79,18.4,3,360,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121002000,21.8,81,18.3,3.1,360,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121003000,21.5,81,18.1,3.2,360,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121004000,21.2,81,17.7,3,360,NaN,0,NaN,NaN,NaN
-29.5586,-58.0876,93,"BOL32012",20181121005000,21,82,17.8,2.7,360,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121000000,22.1,76,17.8,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121001000,21.7,77,17.5,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121002000,21.4,79,17.7,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121003000,21.1,81,17.8,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121004000,20.9,82,17.6,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.1752,-56.6744,30,"BOL32013",20181121005000,20.6,83,17.5,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121000000,23,79,19.2,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121001000,23,80,19.4,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121002000,22.9,80,19.4,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121003000,22.8,79,18.9,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121004000,22.6,80,19,NaN,NaN,NaN,0,NaN,NaN,NaN
-27.8271,-58.7894,0,"BOL32017",20181121005000,22.4,80,18.9,NaN,NaN,NaN,0,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121000000,22.8,77,18.5,0,90,NaN,0.2,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121001000,22.7,77,18.4,0,90,NaN,0.2,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121002000,22.6,77,18.3,0,90,NaN,0.2,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121003000,22.6,77,18.4,0,90,NaN,0.2,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121004000,22.3,78,18.2,0,90,NaN,0.2,NaN,NaN,NaN
-29.0793,-59.2014,0,"BOL32019",20181121005000,22,79,18.1,0,90,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121000000,23.7,73,18.6,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121001000,23.6,73,18.5,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121002000,23.5,73,18.3,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121003000,23.3,74,18.4,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121004000,23,74,18.2,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.4744,-58.7793,47,"BOL32029",20181121005000,22.9,74,18,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121000000,22.9,72,17.6,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121001000,22.2,77,17.9,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121002000,21.6,80,18,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121003000,21.5,81,18.1,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121004000,21.5,80,17.9,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.3433,-58.5969,30,"BOL32032",20181121005000,21.1,82,18,NaN,NaN,NaN,0.2,NaN,NaN,NaN
-27.7334,-57.5993,30,"BOL32043",20181121000000,23.3,78,19.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.7334,-57.5993,30,"BOL32043",20181121001000,23.3,78,19.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.7334,-57.5993,30,"BOL32043",20181121002000,23.2,79,19.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.7334,-57.5993,30,"BOL32043",20181121004000,22.8,82,19.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-27.7334,-57.5993,30,"BOL32043",20181121005000,22.6,83,19.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121000000,25.4,57,16.4,10.8,45,NaN,0,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121001000,25,59,16.4,9.6,45,NaN,0,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121002000,24.3,61,16.3,7.4,45,NaN,0,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121003000,23.8,63,16.3,6.2,45,NaN,0,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121004000,23.7,63,16.1,8.9,22.5,NaN,0,NaN,NaN,NaN
-33.0106,-63.6772,30,"BOL34008",20181121005000,23.7,63,16.2,11.2,22.5,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121000000,28.2,39,13.1,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121001000,27.8,41,13.3,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121002000,27.4,44,14.1,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121003000,27.1,43,13.5,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121004000,26.7,44,13.5,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.4145,-64.1738,30,"BOL34011",20181121005000,26.4,47,14.1,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121000000,21.3,56,12.2,6.5,67.5,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121001000,20.9,57,12.1,6.9,67.5,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121002000,20.6,58,11.9,6.9,67.5,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121003000,20.4,58,11.8,3.8,45,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121004000,20.2,58,11.8,0,67.5,NaN,0,NaN,NaN,NaN
-31.7736,-62.7331,30,"BOL34028",20181121005000,20,59,11.7,0.1,67.5,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121000000,26,45,13.1,11.5,360,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121001000,25.8,45,13.2,12.1,22.5,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121002000,25.6,46,13,11.5,360,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121003000,25.5,46,13,12.3,360,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121004000,25.5,45,12.8,13.9,360,NaN,0,NaN,NaN,NaN
-33.845,-62.8461,30,"BOL34031",20181121005000,25.3,46,12.8,13.8,360,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121000000,28.8,54,18.6,3.1,22.5,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121001000,28.2,57,18.9,4.5,22.5,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121002000,27.3,58,18.4,6,45,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121003000,26.8,59,18.2,6.4,22.5,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121004000,26.4,60,18,6.6,45,NaN,0,NaN,NaN,NaN
-34.3431,-64.8007,30,"BOL34046",20181121005000,26.1,61,17.8,4.7,45,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121000000,25.7,52,15.1,13.4,22.5,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121001000,25.2,53,15.1,11.7,22.5,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121002000,24.8,55,15.1,11,22.5,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121003000,24.6,55,15,11.6,22.5,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121004000,24.6,55,15,12.1,22.5,NaN,0,NaN,NaN,NaN
-32.755,-63.3353,30,"BOL34063",20181121005000,24.6,55,15,12.4,22.5,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121000000,26.3,49,14.6,16.8,45,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121001000,26.1,49,14.5,16.8,22.5,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121002000,25.8,50,14.4,17.6,22.5,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121003000,25.5,50,14.2,16.9,22.5,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121004000,25.2,50,14,16.1,22.5,NaN,0,NaN,NaN,NaN
-33.395,-63.2892,30,"BOL34071",20181121005000,25.1,50,13.9,15.5,22.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121000000,22.5,54,12.9,11,67.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121001000,22.2,55,12.8,10.9,67.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121002000,21.9,56,12.8,11.4,67.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121003000,21.3,58,12.8,10.4,67.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121004000,21.7,58,13,13.6,67.5,NaN,0,NaN,NaN,NaN
-32.3703,-62.2572,30,"BOL34074",20181121005000,21.9,57,12.9,14.6,67.5,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121000000,24.9,47,12.8,9.6,90,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121001000,24.5,48,12.8,10.3,67.5,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121002000,24.3,49,13,11.7,67.5,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121003000,23.9,51,13.1,11.1,67.5,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121004000,23.5,52,13.1,8.4,67.5,NaN,0,NaN,NaN,NaN
-32.0418,-64.1802,30,"BOL34079",20181121005000,23.3,53,13.2,8.5,67.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121000000,27.1,44,13.9,17,22.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121001000,26.8,45,13.9,14.6,22.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121002000,26.4,46,14,11.7,22.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121003000,26,47,14,9.9,22.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121004000,25.7,48,13.9,9.5,22.5,NaN,0,NaN,NaN,NaN
-32.7535,-64.3411,30,"BOL34086",20181121005000,25.1,50,13.9,9,22.5,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121000000,25.1,51,14.1,14.4,67.5,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121001000,24.8,51,14.1,14,45,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121002000,24.6,52,14.1,14.1,67.5,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121003000,24.5,52,14.1,13.2,45,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121004000,24.3,53,14,13.2,45,NaN,0,NaN,NaN,NaN
-31.6285,-63.1868,30,"BOL34103",20181121005000,24.2,53,14,13.7,67.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121000000,25.9,54,15.8,18,347.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121001000,25.6,54,15.7,17.5,347.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121002000,25.4,54,15.5,17.1,347.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121003000,25.3,54,15.4,17.3,347.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121004000,25.2,54,15.3,17.7,347.5,NaN,0,NaN,NaN,NaN
-31.3404,-63.8293,30,"BOL34104",20181121005000,25.1,54,15.3,17.7,347.5,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121000000,28.5,44,15.2,11.6,270,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121001000,27.7,47,15.5,8.8,270,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121002000,27.1,50,15.6,10.8,270,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121003000,27.1,49,15.3,15.7,325,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121004000,26.9,49,15.3,15.3,325,NaN,0,NaN,NaN,NaN
-34.8053,-64.5058,30,"BOL34105",20181121005000,26.2,52,15.5,12.3,325,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121000000,25.8,48,13.9,0,360,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121001000,25.4,49,13.9,0,22.5,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121002000,25.2,49,13.6,0,360,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121003000,25.2,48,13.4,0,360,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121004000,25.3,47,13.3,0,360,NaN,0,NaN,NaN,NaN
-34.3401,-63.475,30,"BOL34106",20181121005000,25.3,47,13.3,0,360,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121000000,27,47,14.6,5.3,22.5,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121001000,26.5,48,14.5,5,22.5,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121002000,25.8,49,14.2,5.5,22.5,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121003000,24.9,50,13.9,4.9,45,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121004000,25.3,51,14.5,8.6,45,NaN,0,NaN,NaN,NaN
-30.1669,-63.5633,30,"BOL34107",20181121005000,25.7,51,14.9,10.1,45,NaN,0,NaN,NaN,NaN
-30.9946,-62.0563,30,"BOL34108",20181121001000,NaN,NaN,NaN,6.1,45,NaN,0,NaN,NaN,NaN
-30.9946,-62.0563,30,"BOL34108",20181121002000,21.7,64,14.6,27.3,45,NaN,0,NaN,NaN,NaN
-30.9946,-62.0563,30,"BOL34108",20181121003000,21,65,14.3,5.4,45,NaN,0,NaN,NaN,NaN
-30.9946,-62.0563,30,"BOL34108",20181121004000,20.8,67,14.3,26.2,45,NaN,0,NaN,NaN,NaN
-30.9946,-62.0563,30,"BOL34108",20181121005000,20.5,68,14.4,5.5,22.5,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121000000,25.7,52,15.1,10.2,45,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121001000,25.5,52,15.1,6.9,45,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121002000,25.2,53,15,8.9,45,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121003000,25.1,53,14.9,10.1,22.5,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121004000,24.9,54,15,10.2,45,NaN,0,NaN,NaN,NaN
-32.4553,-63.7,0,"BOL34109",20181121005000,24.7,55,15,8.9,45,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121000000,23.9,55,14.2,7,22.5,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121001000,23.7,55,14.2,8.9,360,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121002000,23.7,56,14.3,7.1,22.5,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121003000,23.5,58,14.7,8.8,22.5,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121004000,24,57,15.1,13.7,360,NaN,0,NaN,NaN,NaN
-32.7977,-62.8416,0,"BOL34110",20181121005000,24.3,57,15.1,13.6,360,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121000000,29,36,12.7,15.6,45,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121001000,29.4,35,12.2,18.6,45,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121002000,29.4,33,11.6,24.4,22.5,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121003000,29,34,11.5,25.3,22.5,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121004000,28.6,34,11.3,29.1,22.5,NaN,0,NaN,NaN,NaN
-33.6255,-64.6239,30,"BOL34111",20181121005000,28.3,34,11.2,28.6,360,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121000000,26.7,36,10.3,9.3,22.5,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121001000,26.3,37,10.4,8.5,22.5,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121002000,25.8,38,10.4,6.7,22.5,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121003000,25.2,39,10.4,5.3,22.5,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121004000,25,40,10.4,6.1,360,NaN,0,NaN,NaN,NaN
-30.6594,-63.9557,700,"BOL34113",20181121005000,24.6,41,10.5,5.6,360,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121000000,26.2,47,13.9,12.9,22.5,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121001000,26,47,13.9,12.7,22.5,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121002000,25.7,48,13.8,11.2,22.5,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121003000,25.7,47,13.7,12.3,22.5,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121004000,25.6,47,13.6,12.7,22.5,NaN,0,NaN,NaN,NaN
-31.8315,-63.4327,59,"BOL34115",20181121005000,25.5,47,13.5,13.8,22.5,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121000000,23.5,54,13.6,7.9,22.5,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121001000,23.3,56,14,8.8,360,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121002000,23.1,57,14.1,8.4,360,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121003000,23,58,14.2,8.9,360,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121004000,22.8,60,14.5,9.1,360,NaN,0,NaN,NaN,NaN
-33.2032,-62.6544,59,"BOL34116",20181121005000,22.7,60,14.6,10.2,22.5,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121000000,26.4,35,9.9,8.5,45,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121001000,26,37,10.1,7.6,45,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121002000,25.6,39,10.4,5.2,22.5,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121003000,25,40,10.5,3.8,22.5,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121004000,24.4,41,10.3,3.8,22.5,NaN,0,NaN,NaN,NaN
-30.9822,-64.0441,30,"BOL34117",20181121005000,24,42,10.4,4.4,22.5,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121000000,28.4,47,16.1,17.8,45,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121001000,28.1,48,15.9,19.5,45,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121002000,27.9,48,15.9,20.5,45,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121003000,27.5,49,15.8,18.1,22.5,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121004000,27.3,49,15.7,19.8,45,NaN,0,NaN,NaN,NaN
-34.1287,-64.3287,0,"BOL34118",20181121005000,27.1,49,15.6,21,22.5,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121000000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121001000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121002000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121003000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121004000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.403,-64.5769,0,"BOL35120",20181121005000,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
-31.2033,-59.9712,30,"BOL91001",20181121000000,22.2,74,17.4,NaN,NaN,NaN,0,NaN,NaN,NaN
